sig,exit_bar,side,why,R,pct,blk,ts,day,dayk
34348,34394,1,0,3.658791614291834,2.1752082998382956,0,2015-12-03 08:00:00,20151203,20151203
34437,34442,1,0,-1.0606846851199585,-0.5672825020036717,0,2015-12-09 05:00:00,20151209,20151209
34487,34504,1,0,-1.0429954943149051,-0.7900239937682494,0,2015-12-11 09:00:00,20151211,20151211
34556,34560,1,0,-1.056943956051237,-0.6037541058506849,0,2015-12-16 09:00:00,20151216,20151216
34561,34566,1,0,-1.0409127383145644,-0.8289542943240679,0,2015-12-16 14:00:00,20151216,20151216
34781,34832,1,0,3.3355983691462536,1.169073212974666,0,2015-12-31 09:00:00,20151231,20151231
34838,34886,1,0,3.3414048826049676,1.4252571840541501,0,2016-01-06 02:00:00,20160106,20160106
35165,35186,1,0,-0.3509040473722314,-0.17892128358127216,0,2016-01-26 11:00:00,20160126,20160126
35191,35196,1,0,-1.056629483725173,-0.5791629916522741,0,2016-01-27 14:00:00,20160127,20160127
35233,35281,1,0,0.7662554351114648,0.4598318124888222,0,2016-01-29 10:00:00,20160129,20160129
35343,35346,1,0,-1.0679256971798927,-0.47480771986404124,0,2016-02-05 05:00:00,20160205,20160205
35353,35355,1,0,-1.039500319179969,-0.7846295559917199,0,2016-02-05 15:00:00,20160205,20160205
35419,35470,1,0,4.4137463021283585,3.3480176211453787,0,2016-02-10 12:00:00,20160210,20160210
35668,35682,1,0,-1.0315706646725995,-0.9214006906455532,0,2016-02-25 12:00:00,20160225,20160225
35775,35802,1,0,1.7511902986537902,0.9172981984231212,0,2016-03-03 04:00:00,20160303,20160303
35895,35919,1,0,-0.16047883346517092,-0.15352109332340508,0,2016-03-10 09:00:00,20160310,20160310
35989,36023,1,0,-0.2811412348524446,-0.23049532650854496,0,2016-03-16 13:00:00,20160316,20160316
36162,36187,1,0,1.0655415085950262,0.5548881642926725,0,2016-03-29 09:00:00,20160329,20160329
36314,36340,1,0,0.6678230975589272,0.35376495368526234,0,2016-04-07 00:00:00,20160407,20160407
36348,36393,1,0,1.687255455987669,1.035634204965245,0,2016-04-08 11:00:00,20160408,20160408
36546,36553,1,0,-1.0447046964931346,-0.6499956325883268,0,2016-04-21 02:00:00,20160421,20160421
36648,36655,1,0,-1.023897674130712,-0.6391544235580991,0,2016-04-27 14:00:00,20160427,20160427
36658,36717,1,0,4.238683451541096,2.798302028310177,0,2016-04-28 01:00:00,20160428,20160428
36966,36980,1,0,-1.0482548335904593,-0.5934497418837358,0,2016-05-17 10:00:00,20160517,20160517
37020,37035,1,0,-0.7920412358156165,-0.40578603141260916,0,2016-05-19 19:00:00,20160519,20160519
37114,37125,1,0,-1.0600731066503044,-0.5015701401674998,0,2016-05-25 21:00:00,20160525,20160525
37177,37213,1,0,-0.03925827251039912,-0.02061532625815711,0,2016-05-30 21:00:00,20160530,20160530
37521,37527,1,0,-1.0411989344042298,-0.6851879525761748,0,2016-06-20 20:00:00,20160620,20160620
37573,37577,1,0,-0.8856180373394539,-0.4940047582538172,0,2016-06-23 02:00:00,20160623,20160623
37590,37639,1,0,4.04778285684628,3.6047160981288284,0,2016-06-23 20:00:00,20160623,20160623
37701,37748,1,0,2.0988038045322464,1.2023896739499882,0,2016-06-30 15:00:00,20160630,20160630
37763,37806,1,0,0.47693047743562117,0.33289783505688586,0,2016-07-05 12:00:00,20160705,20160705
37951,37955,1,0,-1.0367163918974682,-0.7407302781404871,0,2016-07-15 16:00:00,20160715,20160715
38127,38154,1,0,2.046513884422934,0.7945327678618808,0,2016-07-27 08:00:00,20160727,20160727
38173,38243,1,0,1.871683338978717,1.1757448737672231,0,2016-07-29 08:00:00,20160729,20160729
38381,38387,1,0,-1.0595799973937674,-0.4623516090431973,0,2016-08-11 09:00:00,20160811,20160811
38403,38407,1,0,-1.042964378866574,-0.6270458572629009,0,2016-08-12 08:00:00,20160812,20160812
38478,38506,1,0,-0.04051476886035291,-0.02228942069795606,0,2016-08-17 14:00:00,20160817,20160817
38888,38905,1,0,-1.055126200206375,-0.5040607450925783,0,2016-09-12 14:00:00,20160912,20160912
38930,38946,1,0,-0.5921232429320289,-0.24879572283096124,0,2016-09-14 10:00:00,20160914,20160914
39066,39102,1,0,-0.6256150213514297,-0.249777518527656,0,2016-09-22 08:00:00,20160922,20160922
39413,39431,1,0,-0.5264120639578779,-0.24735937897683455,0,2016-10-13 10:00:00,20161013,20161013
39573,39574,1,0,-0.7200056571671253,-0.2931462254460291,0,2016-10-24 09:00:00,20161024,20161024
39701,39748,1,0,3.166571970140091,1.106708246383271,0,2016-11-01 00:00:00,20161101,20161101
39832,39844,1,0,-1.025015365427879,-1.1019640279763647,0,2016-11-08 21:00:00,20161108,20161108
39922,39957,1,0,-0.5156741785918775,-0.5123318020395538,0,2016-11-14 19:00:00,20161114,20161114
39978,39981,1,0,-1.0576620252484141,-0.5218543900355402,0,2016-11-17 05:00:00,20161117,20161117
40037,40051,1,0,-1.0576642823620677,-0.527027380640957,0,2016-11-21 19:00:00,20161121,20161121
40584,40668,1,0,3.528400058952532,1.440790456851012,0,2016-12-26 21:00:00,20161226,20161226
40720,40756,1,0,0.241004128289056,0.1356956321368307,0,2017-01-04 19:00:00,20170104,20170104
40795,40826,1,0,-0.7163674368977125,-0.334002462846431,0,2017-01-10 01:00:00,20170110,20170110
40966,41031,1,0,0.9520246080788499,0.5495508957181579,0,2017-01-19 15:00:00,20170119,20170119
41103,41166,1,0,2.7343764726224657,1.2733881189614817,0,2017-01-27 14:00:00,20170127,20170127
41214,41306,1,0,2.589209608588336,1.3901988927619437,0,2017-02-03 10:00:00,20170203,20170203
41439,41448,1,0,-1.0814366656183363,-0.3744465982572905,0,2017-02-17 05:00:00,20170217,20170217
41488,41509,1,0,-0.9555686677088834,-0.4006106081042763,0,2017-02-21 12:00:00,20170221,20170221
41578,41582,1,0,-1.0777858209839937,-0.3849600866193545,0,2017-02-27 10:00:00,20170227,20170227
41784,41814,1,0,-0.31934052608746993,-0.142093848416616,0,2017-03-10 09:00:00,20170310,20170310
41904,41926,1,0,-0.8533283737911451,-0.2935214465255766,0,2017-03-19 20:00:00,20170319,20170319
42005,42043,1,0,1.0077779496513501,0.3663326653306708,0,2017-03-24 09:00:00,20170324,20170324
42049,42053,1,0,-1.093859780276555,-0.32443303310258303,0,2017-03-28 08:00:00,20170328,20170328
42077,42085,1,0,-1.008642206445173,-0.34651805247273076,0,2017-03-29 13:00:00,20170329,20170329
42223,42238,1,0,-1.0616624277921431,-0.4764705383726373,0,2017-04-06 22:00:00,20170406,20170406
42260,42354,1,0,6.205480588156332,2.5418049527699833,0,2017-04-10 12:00:00,20170410,20170410
42374,42388,1,0,-1.0537271282340552,-0.5317942301226575,0,2017-04-18 11:00:00,20170418,20170418
42419,42421,1,0,-1.0615131560024442,-0.4709536868092789,0,2017-04-20 10:00:00,20170420,20170420
42439,42442,1,0,-1.0847442109580399,-0.3490514705536709,0,2017-04-21 07:00:00,20170421,20170421
42473,42480,1,0,-1.0636271361360838,-0.45798807321546975,0,2017-04-24 19:00:00,20170424,20170424
42512,42514,1,0,-0.8264805752388795,-0.3178141972819613,0,2017-04-26 11:00:00,20170426,20170426
42515,42533,1,0,-1.0637232422257343,-0.46107781657280317,0,2017-04-26 14:00:00,20170426,20170426
42691,42695,1,0,-1.065610657297163,-0.4607758265777733,0,2017-05-08 06:00:00,20170508,20170508
42763,42879,1,0,6.966268010304815,2.449730259931356,0,2017-05-11 09:00:00,20170511,20170511
42975,43002,1,0,-0.3757393375107732,-0.15374198430715594,0,2017-05-24 14:00:00,20170524,20170524
43126,43193,1,0,2.804094979420519,1.2726801655033793,0,2017-06-02 08:00:00,20170602,20170602
43423,43425,1,0,-1.1181960579720924,-0.26548710058298625,0,2017-06-21 06:00:00,20170621,20170621
43435,43487,1,0,1.1229887161420073,0.3370993442176828,0,2017-06-21 19:00:00,20170621,20170621
43511,43522,1,0,-1.0724473260198064,-0.41425571121761495,0,2017-06-27 02:00:00,20170627,20170627
43638,43646,1,0,-1.0914432680297523,-0.34056248730149563,0,2017-07-04 19:00:00,20170704,20170704
43697,43698,1,0,-0.7283318056613223,-0.30712782250469256,0,2017-07-07 08:00:00,20170707,20170707
43847,43876,1,0,-0.4485427973490808,-0.1373659671776032,0,2017-07-17 21:00:00,20170717,20170717
43906,43969,1,0,1.25240119822662,0.5297587992133957,0,2017-07-20 10:00:00,20170720,20170720
44090,44098,1,0,-1.070935008410079,-0.41511921570677224,0,2017-08-01 10:00:00,20170801,20170801
44141,44157,1,0,-0.372105700558811,-0.134797449096215,0,2017-08-03 15:00:00,20170803,20170803
44344,44391,1,0,2.739038901348784,0.9240214165711633,0,2017-08-16 11:00:00,20170816,20170816
44455,44474,1,0,-0.988430741879599,-0.3015714274639253,0,2017-08-23 07:00:00,20170823,20170823
44503,44554,1,0,5.762363883461398,2.476163703235194,0,2017-08-25 09:00:00,20170825,20170825
44626,44654,1,0,-0.43393590901047485,-0.24419475655430983,0,2017-09-03 18:00:00,20170903,20170903
44705,44730,1,0,-0.2675412861546632,-0.10417984417671201,0,2017-09-07 08:00:00,20170907,20170907
44780,44799,1,0,-0.8389578277292625,-0.317851534028136,0,2017-09-12 14:00:00,20170912,20170912
44825,44840,1,0,-1.0560013220809592,-0.49655058532617696,0,2017-09-14 13:00:00,20170914,20170914
44896,44918,1,0,-0.36852229944094517,-0.13196335537808368,0,2017-09-19 15:00:00,20170919,20170919
44950,44967,1,0,-0.8992610916033066,-0.3652616167064849,0,2017-09-22 00:00:00,20170922,20170922
44983,45008,1,0,-0.036164359947297976,-0.01463531115440813,0,2017-09-25 10:00:00,20170925,20170925
45054,45074,1,0,-0.7238350876014512,-0.320829028424048,0,2017-09-28 12:00:00,20170928,20170928
45223,45261,1,0,0.05066652055283888,0.018662084088237725,0,2017-10-09 21:00:00,20171009,20171009
45310,45331,1,0,-0.6372936420584522,-0.23166437814989146,0,2017-10-13 15:00:00,20171013,20171013
45390,45412,1,0,-0.6280036244384416,-0.22489922335838494,0,2017-10-19 03:00:00,20171019,20171019
45445,45464,1,0,-1.0670520681047613,-0.4348435516494464,0,2017-10-23 12:00:00,20171023,20171023
45499,45509,1,0,-1.0805488282563365,-0.3667401256562799,0,2017-10-25 21:00:00,20171025,20171025
45535,45577,1,0,0.3812910392054746,0.15756343897963354,0,2017-10-27 10:00:00,20171027,20171027
45596,45599,1,0,-1.0799055413464707,-0.3698393887431837,0,2017-11-01 04:00:00,20171101,20171101
45709,45761,1,0,0.2350205366412652,0.07180711983203591,0,2017-11-08 05:00:00,20171108,20171108
45850,45897,1,0,2.12521598123055,0.6815535042948798,0,2017-11-16 08:00:00,20171116,20171116
45999,46028,1,0,0.07708698991646494,0.020129136150393512,0,2017-11-27 03:00:00,20171127,20171127
46029,46050,1,0,-0.8053059981640652,-0.2826669549972506,0,2017-11-28 10:00:00,20171128,20171128
46283,46337,1,0,1.7663988434587932,0.6280620030519732,0,2017-12-13 11:00:00,20171213,20171213
46348,46373,1,0,0.13785593589947917,0.033350802801469605,0,2017-12-18 07:00:00,20171218,20171218
46399,46418,1,0,-0.9999424640456259,-0.274746964361832,0,2017-12-20 12:00:00,20171220,20171220
46425,46569,1,0,14.193738900337582,3.464518470593826,0,2017-12-21 15:00:00,20171221,20171221
46675,46679,1,0,-1.067235423119705,-0.42052117236130426,1,2018-01-10 05:00:00,20180110,20180110
46860,46933,1,0,3.6644463992018457,1.3307657147995364,1,2018-01-22 10:00:00,20180122,20180122
46993,46999,1,0,-1.0579169613077153,-0.4756301221762377,1,2018-01-30 05:00:00,20180130,20180130
47161,47180,1,0,-0.9268175882723662,-0.508383401395581,1,2018-02-08 12:00:00,20180208,20180208
47191,47249,1,0,0.3009533568630954,0.17524908787382962,1,2018-02-11 20:00:00,20180211,20180211
47417,47452,1,0,-0.8249644897386219,-0.3021487801586482,1,2018-02-25 20:00:00,20180225,20180225
47680,47682,1,0,-1.0611582031199114,-0.458429596610024,1,2018-03-13 07:00:00,20180313,20180313
47685,47704,1,0,-0.747436824743931,-0.3670651371029694,1,2018-03-13 12:00:00,20180313,20180313
47745,47747,1,0,-1.0985901812447403,-0.29534416704849287,1,2018-03-16 06:00:00,20180316,20180316
48179,48219,1,0,-0.28100602029451066,-0.13246511627907112,1,2018-04-13 09:00:00,20180413,20180413
48245,48267,1,0,-0.3963191672847962,-0.15046622292718256,1,2018-04-18 06:00:00,20180418,20180418
48408,48426,1,0,-0.9981962113341027,-0.35196342608010456,1,2018-04-27 08:00:00,20180427,20180427
48575,48586,1,0,-1.0609330980006086,-0.46346822717424035,1,2018-05-08 14:00:00,20180508,20180508
48614,48644,1,0,0.074285792750268,0.025801359883446156,1,2018-05-10 07:00:00,20180510,20180510
48819,48822,1,0,-1.0767686495030289,-0.37836640486567685,1,2018-05-23 05:00:00,20180523,20180523
48842,48875,1,0,1.1654304855600823,0.3989012854343184,1,2018-05-24 05:00:00,20180524,20180524
49003,49013,1,0,-1.082333648299749,-0.3552261670553116,1,2018-06-04 09:00:00,20180604,20180604
49026,49087,1,0,0.5036443400515227,0.14621918952792512,1,2018-06-05 09:00:00,20180605,20180605
49106,49111,1,0,-1.1074076781490696,-0.277453251193651,1,2018-06-10 21:00:00,20180610,20180610
49180,49203,1,0,-0.7882771798391196,-0.21649009672959885,1,2018-06-14 02:00:00,20180614,20180614
49306,49338,1,0,-0.6627109045640026,-0.23002631122874156,1,2018-06-21 13:00:00,20180621,20180621
49484,49520,1,0,1.3216032454189959,0.4624064368258374,1,2018-07-03 07:00:00,20180703,20180703
49708,49710,1,0,-1.1068008948431929,-0.2917525538565918,1,2018-07-17 05:00:00,20180717,20180717
49846,49867,1,0,-0.8027539092095286,-0.2956873512424489,1,2018-07-25 05:00:00,20180725,20180725
49898,49907,1,0,-1.0744565832157436,-0.41178649255237415,1,2018-07-27 11:00:00,20180727,20180727
49941,49942,1,0,-0.4541967383091243,-0.15749710845151557,1,2018-07-31 08:00:00,20180731,20180731
49945,49957,1,0,-1.0614271772193304,-0.4932835035363469,1,2018-07-31 12:00:00,20180731,20180731
50010,50031,1,0,-0.7126898097659484,-0.2832931177889856,1,2018-08-03 08:00:00,20180803,20180803
50354,50403,1,0,3.7279646040925396,1.312124567938526,1,2018-08-24 07:00:00,20180824,20180824
50606,50625,1,0,-0.9119178165517255,-0.36506411595170934,1,2018-09-10 10:00:00,20180910,20180910
50632,50675,1,0,1.1185896820890395,0.46265366114376655,1,2018-09-11 13:00:00,20180911,20180911
50778,50782,1,0,-1.1024875688298068,-0.3121283583343557,1,2018-09-19 22:00:00,20180919,20180919
50788,50791,1,0,-1.0912479274546611,-0.34676560249373095,1,2018-09-20 08:00:00,20180920,20180920
50799,50809,1,0,-1.0923934653534724,-0.34217375083484597,1,2018-09-20 20:00:00,20180920,20180920
50926,50995,1,0,3.588739123346645,1.2733267558838737,1,2018-09-28 08:00:00,20180928,20180928
51041,51053,1,0,-1.080167842096685,-0.3915705160102998,1,2018-10-05 08:00:00,20181005,20181005
51251,51266,1,0,-1.0683614664051737,-0.44492698450686125,1,2018-10-18 11:00:00,20181018,20181018
51271,51289,1,0,-0.7162235475746476,-0.25727451842442967,1,2018-10-19 08:00:00,20181019,20181019
51348,51365,1,0,-1.068262374302109,-0.44387428460979833,1,2018-10-24 16:00:00,20181024,20181024
51563,51566,1,0,-1.06510208415239,-0.4644850721825763,1,2018-11-07 06:00:00,20181107,20181107
51714,51774,1,0,1.0052732829326991,0.4253218707580953,1,2018-11-15 20:00:00,20181115,20181115
51795,51830,1,0,-0.13723393956362884,-0.044036338133838594,1,2018-11-21 08:00:00,20181121,20181121
51851,51858,1,0,-1.1037212658804938,-0.30347015693266166,1,2018-11-26 02:00:00,20181126,20181126
51880,51882,1,0,-0.7813306304494773,-0.24711359861221988,1,2018-11-27 08:00:00,20181127,20181127
52042,52046,1,0,-1.075294056929466,-0.4019655205892003,1,2018-12-06 09:00:00,20181206,20181206
52306,52339,1,0,0.14600081828914163,0.05617399697768,1,2018-12-23 21:00:00,20181223,20181223
52408,52421,1,0,-1.0731553507491747,-0.3991711589621487,1,2019-01-02 00:00:00,20190102,20190102
52425,52462,1,0,0.34140405235131155,0.15942761597388005,1,2019-01-02 18:00:00,20190102,20190102
52519,52522,1,0,-1.0907147677157998,-0.32728629772243856,1,2019-01-08 20:00:00,20190108,20190108
52648,52669,1,0,-0.5427330330901416,-0.16009652196106494,1,2019-01-16 10:00:00,20190116,20190116
52797,52877,1,0,7.390709794405084,1.9009512540673705,1,2019-01-25 02:00:00,20190125,20190125
52893,52900,1,0,-1.0852713037533646,-0.33660879368412044,1,2019-01-31 06:00:00,20190131,20190131
52918,52920,1,0,-0.8992427122835043,-0.2810691233067731,1,2019-02-01 08:00:00,20190201,20190201
53031,53051,1,0,-0.6616445039622918,-0.16003292105804273,1,2019-02-08 06:00:00,20190208,20190208
53261,53282,1,0,-0.517526038812831,-0.19332756610371646,1,2019-02-22 10:00:00,20190222,20190222
53436,53439,1,0,-1.0859852505501635,-0.3425602166729781,1,2019-03-06 01:00:00,20190306,20190306
53465,53466,1,0,-1.0871479025295656,-0.3390745233963392,1,2019-03-07 07:00:00,20190307,20190307
53481,53510,1,0,1.0862326903802901,0.3223007313747394,1,2019-03-08 00:00:00,20190308,20190308
53594,53610,1,0,-1.0783055544299578,-0.36972852704693465,1,2019-03-15 02:00:00,20190315,20190315
53633,53660,1,0,-1.0356972307977674,-0.2945068731019571,1,2019-03-18 21:00:00,20190318,20190318
53666,53667,1,0,-1.089008931517883,-0.32784823015547104,1,2019-03-20 08:00:00,20190320,20190320
53671,53691,1,0,-1.0541252236807601,-0.5185966310531204,1,2019-03-20 13:00:00,20190320,20190320
53721,53748,1,0,0.16129263265305532,0.05551499665388854,1,2019-03-24 21:00:00,20190324,20190324
53943,54003,1,0,1.790158097558513,0.5915970025751905,1,2019-04-07 18:00:00,20190407,20190407
54258,54274,1,0,-1.0710869427496306,-0.40987613704740816,1,2019-04-26 10:00:00,20190426,20190426
54327,54331,1,0,-1.0911421096551155,-0.3268657081592379,1,2019-05-01 10:00:00,20190501,20190501
54371,54394,1,0,0.40873985087066234,0.12931743904446524,1,2019-05-03 08:00:00,20190503,20190503
54486,54499,1,0,-1.0901364787825436,-0.3285649318690259,1,2019-05-10 08:00:00,20190510,20190510
54627,54646,1,0,-0.7919718002146395,-0.24198284975918896,1,2019-05-20 11:00:00,20190520,20190520
54725,54747,1,0,-0.501001086962371,-0.1113013698630045,1,2019-05-26 18:00:00,20190526,20190526
54942,54951,1,0,-1.2193345924087322,-0.5085415594777369,1,2019-06-07 08:00:00,20190607,20190607
55002,55062,1,0,2.055968066624939,0.6214210127361232,1,2019-06-11 23:00:00,20190611,20190611
55132,55223,1,0,10.425170096872574,4.782611911048005,1,2019-06-19 14:00:00,20190619,20190619
55447,55461,1,0,-1.047126043913677,-0.5563904003833178,1,2019-07-09 11:00:00,20190709,20190709
55467,55492,1,0,-0.11996233299167457,-0.06666382990793815,1,2019-07-10 08:00:00,20190710,20190710
55584,55605,1,0,-0.10477730246069954,-0.053587545126356356,1,2019-07-17 10:00:00,20190717,20190717
55608,55631,1,0,-0.3747470031770926,-0.21277191410733848,1,2019-07-18 11:00:00,20190718,20190718
55743,55767,1,0,-0.6497076936082868,-0.2803073520815171,1,2019-07-26 08:00:00,20190726,20190726
55772,55814,1,0,0.5145508305131308,0.19093882937649923,1,2019-07-29 14:00:00,20190729,20190729
55840,55951,1,0,4.589624379781906,3.6705921610611285,1,2019-08-01 13:00:00,20190801,20190801
55956,55974,1,0,-1.0287812146202848,-0.8301621641091899,1,2019-08-08 14:00:00,20190808,20190808
56251,56294,1,0,-0.4890154375509249,-0.24249279997920045,1,2019-08-27 10:00:00,20190827,20190827
56388,56395,1,0,-1.0396259830569623,-0.5902923915670594,1,2019-09-04 13:00:00,20190904,20190904
56501,56546,1,0,0.0716485506067659,0.03546360296823178,1,2019-09-11 11:00:00,20190911,20190911
56591,56619,1,0,-0.3532485090597705,-0.17645844570073374,1,2019-09-17 09:00:00,20190917,20190917
56683,56706,1,0,-0.49124115453864,-0.22268788880056745,1,2019-09-23 09:00:00,20190923,20190923
56933,56981,1,0,0.035427586978425886,0.01664037487437728,1,2019-10-08 06:00:00,20191008,20191008
57024,57051,1,0,-0.759841707440133,-0.39816909137143247,1,2019-10-14 05:00:00,20191014,20191014
57084,57093,1,0,-1.0533004673111517,-0.4636438720833195,1,2019-10-16 20:00:00,20191016,20191016
57096,57117,1,0,-0.5175529920261505,-0.23890052074943388,1,2019-10-17 08:00:00,20191017,20191017
57136,57138,1,0,-1.0783015821790045,-0.3230753751683509,1,2019-10-21 02:00:00,20191021,20191021
57211,57239,1,0,1.7402368870504084,0.5165275414361086,1,2019-10-24 08:00:00,20191024,20191024
57311,57344,1,0,1.2732888293701132,0.5817133860789035,1,2019-10-30 20:00:00,20191030,20191030
57346,57370,1,0,-0.3303074279747559,-0.14712997143556736,1,2019-11-01 09:00:00,20191101,20191101
57416,57430,1,0,-1.0530736105567702,-0.4652446919045201,1,2019-11-06 11:00:00,20191106,20191106
57556,57561,1,0,-1.0589690575999084,-0.42646430034224025,1,2019-11-14 13:00:00,20191114,20191114
57598,57644,1,0,0.10851834928400722,0.0483259483116541,1,2019-11-18 09:00:00,20191118,20191118
57685,57690,1,0,-1.0687498294919289,-0.36982380045069807,1,2019-11-22 04:00:00,20191122,20191122
57790,57800,1,0,-1.1160693683015932,-0.23093178205781395,1,2019-11-28 22:00:00,20191128,20191128
57802,57815,1,0,-1.083501193654403,-0.310750530083382,1,2019-11-29 10:00:00,20191129,20191129
57839,57868,1,0,1.3991898475748272,0.41946880925425084,1,2019-12-03 04:00:00,20191203,20191203
57892,57905,1,0,-1.0636010681508423,-0.3957331939156131,1,2019-12-05 11:00:00,20191205,20191205
57956,57961,1,0,-1.1056227862986923,-0.24983830798355836,1,2019-12-10 06:00:00,20191210,20191210
57981,58006,1,0,-0.057384212495619605,-0.014313952695784506,1,2019-12-11 08:00:00,20191211,20191211
58026,58029,1,0,-1.0538992610335969,-0.4643913169424879,1,2019-12-13 07:00:00,20191213,20191213
58030,58075,1,0,-0.16067000384415686,-0.09015176677127702,1,2019-12-13 11:00:00,20191213,20191213
58155,58344,1,0,28.811078504491693,5.372096164235558,1,2019-12-22 22:00:00,20191222,20191222
58357,58379,1,0,-0.041400889953983444,-0.023591071098383463,1,2020-01-07 09:00:00,20200107,20200107
58500,58518,1,0,-0.6849521940348816,-0.2925950934053568,1,2020-01-15 14:00:00,20200115,20200115
58545,58577,1,0,-0.395522075707255,-0.14037741654273322,1,2020-01-17 13:00:00,20200117,20200117
58629,58650,1,0,-0.8612518721484632,-0.37301018580129836,1,2020-01-23 09:00:00,20200123,20200123
58653,58691,1,0,0.8873502334671229,0.42165067960918157,1,2020-01-24 10:00:00,20200124,20200124
58852,58881,1,0,0.6270679868469796,0.2470070445126,1,2020-02-06 02:00:00,20200206,20200206
58883,58916,1,0,0.3350215382169955,0.1717357440179931,1,2020-02-07 10:00:00,20200207,20200207
58953,59136,1,0,15.51360349135006,5.59130468023294,1,2020-02-12 11:00:00,20200212,20200212
59266,59339,1,0,5.032567317407586,3.845841936832127,1,2020-03-03 06:00:00,20200303,20200303
59344,59374,1,0,-0.5284514212566005,-0.768835575521514,1,2020-03-06 15:00:00,20200306,20200306
59402,59405,1,0,-1.0255326638034625,-0.8438032705576243,1,2020-03-11 06:00:00,20200311,20200311
59869,59937,1,0,5.48735975920417,3.4481719263345227,1,2020-04-09 03:00:00,20200409,20200409
60180,60196,1,0,-1.025874826278323,-0.8090120952337196,1,2020-04-29 15:00:00,20200429,20200429
60403,60404,1,0,-1.0412666043866552,-0.5158487896210093,1,2020-05-13 08:00:00,20200513,20200513
60428,60473,1,0,0.6682775324760309,0.43247050943756843,1,2020-05-14 10:00:00,20200514,20200514
60595,60603,1,0,-1.0454834041772303,-0.464573628195108,1,2020-05-25 21:00:00,20200525,20200525
60722,60724,1,0,-1.042921897599721,-0.48747518911223864,1,2020-06-02 09:00:00,20200602,20200602
60884,60885,1,0,-1.0291701063187235,-0.7082356886011394,1,2020-06-11 10:00:00,20200611,20200611
61019,61089,1,0,4.156852802173245,1.742304963925476,1,2020-06-19 07:00:00,20200619,20200619
61230,61258,1,0,-0.5600297255855899,-0.3250679099483036,1,2020-07-02 11:00:00,20200702,20200702
61264,61288,1,0,-0.13149123484237468,-0.042791829012849315,1,2020-07-06 03:00:00,20200706,20200706
61294,61338,1,0,1.314985305767469,0.62373886578745,1,2020-07-07 10:00:00,20200707,20200707
61361,61364,1,0,-1.0458578597533006,-0.44167120033659507,1,2020-07-10 08:00:00,20200710,20200710
61549,61632,1,0,4.952382294634182,3.504144283248093,1,2020-07-22 12:00:00,20200722,20200722
61666,61678,1,0,-1.0193106093266573,-0.9392540641560428,1,2020-07-29 14:00:00,20200729,20200729
61741,61821,1,0,6.589474445388138,3.6614569885123873,1,2020-08-03 21:00:00,20200803,20200803
61915,61940,1,0,-0.36473371979144875,-0.4544940992799969,1,2020-08-13 10:00:00,20200813,20200813
61954,61984,1,0,1.5780147981964152,1.2596443116468532,1,2020-08-17 03:00:00,20200817,20200817
62069,62076,1,0,-0.9137211269317682,-0.7719049235294625,1,2020-08-24 03:00:00,20200824,20200824
62281,62282,1,0,-0.20875496185947795,-0.16240251957391014,1,2020-09-04 08:00:00,20200904,20200904
62367,62376,1,0,-0.8516118109281394,-0.4204696954158595,1,2020-09-10 06:00:00,20200910,20200910
62416,62440,1,0,-0.5411304697420971,-0.2864554079308687,1,2020-09-14 09:00:00,20200914,20200914
62461,62463,1,0,-1.0386035458346212,-0.47855975834109443,1,2020-09-16 08:00:00,20200916,20200916
62495,62526,1,0,-0.5817701878943558,-0.32443070867351126,1,2020-09-17 20:00:00,20200917,20200917
62602,62620,1,0,-1.0214745876648468,-0.8897951339160448,1,2020-09-24 11:00:00,20200924,20200924
62645,62727,1,0,1.894385972499822,1.2890654275650213,1,2020-09-28 08:00:00,20200928,20200928
62761,62786,1,0,-0.2749642013576392,-0.14719131728371734,1,2020-10-05 09:00:00,20201005,20201005
62947,62969,1,0,-0.1011905574123709,-0.06776526951139569,1,2020-10-15 11:00:00,20201015,20201015
63015,63049,1,0,0.49749635936036946,0.27345018701478213,1,2020-10-20 10:00:00,20201020,20201020
63196,63254,1,0,0.6885399683825331,0.3831193363521718,1,2020-10-30 06:00:00,20201030,20201030
63426,63448,1,0,-0.1867978636430063,-0.08325025982563868,1,2020-11-13 07:00:00,20201113,20201113
63533,63562,1,0,-0.253077302452759,-0.12475637703196255,1,2020-11-19 23:00:00,20201119,20201119
63686,63745,1,0,3.762581489387956,2.3064121170689087,1,2020-11-30 22:00:00,20201130,20201130
63880,63898,1,0,-1.0304618819360802,-0.6435216885675281,1,2020-12-11 08:00:00,20201211,20201211
63918,63951,1,0,1.134975280614764,0.5667448071055238,1,2020-12-15 00:00:00,20201215,20201215
63960,64015,1,0,1.2295021588512525,0.6848947718447731,1,2020-12-16 20:00:00,20201216,20201216
64065,64088,1,0,-0.61431130709891,-0.37782100130558544,1,2020-12-23 09:00:00,20201223,20201223
64092,64100,1,0,-1.0425227147838951,-0.4543882542938102,1,2020-12-24 13:00:00,20201224,20201224
64133,64153,1,0,-0.3872495475529599,-0.23925352898954294,1,2020-12-29 11:00:00,20201229,20201229
64155,64241,1,0,6.3024807449692535,2.8264559244722682,1,2020-12-30 10:00:00,20201230,20201230
64456,64468,1,0,-1.041307136103137,-0.4778471010294295,1,2021-01-19 20:00:00,20210119,20210119
64470,64491,1,0,-0.36645013450419733,-0.26838087585375847,1,2021-01-20 10:00:00,20210120,20210120
